time,score,pnl,capital,portfolio_value,variance,capitalUsage,maxDrawdown,total_profit,total_loss,count_profit,count_loss
2012-02-07 09:30:00,0.0,0.0,14000000,14000000.0,0,0,"{'maxPortfolioValue': 0, 'maxDrawdown': 0}",0,0,0,0
2012-02-07 09:31:00,0.0,-40.09999999999999,13998002.0,13999959.9,0,0,"{'maxPortfolioValue': 13999959.9, 'maxDrawdown': 0}",0,40.09999999999999,0,1
2012-02-07 09:32:00,-40.09999999999999,-44.14999999999999,13999614.2,13999955.85,241.01074074074063,1998.0,"{'maxPortfolioValue': 13999959.9, 'maxDrawdown': 4.050000000745058}",0,44.14999999999999,0,2
2012-02-07 09:33:00,-44.14999999999999,-79.84999999999991,13997702.2,13999920.15,818.8956857638864,1998.0,"{'maxPortfolioValue': 13999959.9, 'maxDrawdown': 39.75}",0,79.84999999999991,0,3
2012-02-07 09:34:00,-79.84999999999991,-110.24999999999991,13997913.049999999,13999889.75,1135.1561736111087,2297.800000000745,"{'maxPortfolioValue': 13999959.9, 'maxDrawdown': 70.15000000037253}",0,110.24999999999991,0,4
2012-02-07 09:35:00,-110.24999999999991,-177.99999999999991,13996370.399999999,13999822.0,2199.3741261574055,2297.800000000745,"{'maxPortfolioValue': 13999959.9, 'maxDrawdown': 137.90000000037253}",0,177.99999999999991,0,5
2012-02-07 09:36:00,-177.99999999999991,-192.65000000000003,13998643.999999998,13999807.35,2244.3952325275336,3629.60000000149,"{'maxPortfolioValue': 13999959.9, 'maxDrawdown': 152.55000000074506}",0,192.65000000000003,0,6
2012-02-07 09:37:00,-192.65000000000003,-249.45,13997581.399999999,13999750.55,2743.4472165754305,3629.60000000149,"{'maxPortfolioValue': 13999959.9, 'maxDrawdown': 209.34999999962747}",0,249.45,0,7
2012-02-07 09:38:00,-249.45,-265.84999999999997,13998427.599999998,13999734.15,2761.7504892364595,3629.60000000149,"{'maxPortfolioValue': 13999959.9, 'maxDrawdown': 225.75}",0,265.84999999999997,0,8
2012-02-07 09:39:00,-265.84999999999997,-286.45,13998371.499999998,13999713.55,2774.891381423925,3629.60000000149,"{'maxPortfolioValue': 13999959.9, 'maxDrawdown': 246.34999999962747}",0,286.45,0,9
2012-02-07 09:40:00,-286.45,-295.8,13997844.349999998,13999704.2,2730.5879671472194,3629.60000000149,"{'maxPortfolioValue': 13999959.9, 'maxDrawdown': 255.7000000011176}",0,295.8,0,10
2012-02-07 09:41:00,-295.8,-311.45,13997706.599999998,13999688.55,2692.6582325638233,3629.60000000149,"{'maxPortfolioValue': 13999959.9, 'maxDrawdown': 271.34999999962747}",0,311.45,0,11
2012-02-07 09:42:00,-311.45,-355.5,13997905.699999997,13999644.5,2809.153016999439,3629.60000000149,"{'maxPortfolioValue': 13999959.9, 'maxDrawdown': 315.40000000037253}",0,355.5,0,12
2012-02-07 09:43:00,-355.5,-359.5499999999999,13998986.099999998,13999640.45,2753.578944973352,3629.60000000149,"{'maxPortfolioValue': 13999959.9, 'maxDrawdown': 319.4500000011176}",0,359.5499999999999,0,13
2012-02-07 09:44:00,-359.5499999999999,-383.8,13998553.549999997,13999616.2,2740.1551921867695,3629.60000000149,"{'maxPortfolioValue': 13999959.9, 'maxDrawdown': 343.7000000011176}",0,383.8,0,14
2012-02-07 09:45:00,-383.8,-412.65,13998026.099999998,13999587.35,2745.6714613437157,3629.60000000149,"{'maxPortfolioValue': 13999959.9, 'maxDrawdown': 372.55000000074506}",0,412.65,0,15
2012-02-07 09:46:00,-412.65,-461.74999999999994,13997573.599999998,13999538.25,2857.9363619294913,3629.60000000149,"{'maxPortfolioValue': 13999959.9, 'maxDrawdown': 421.65000000037253}",0,461.74999999999994,0,16
2012-02-07 09:47:00,-461.74999999999994,-500.19999999999993,13996649.549999997,13999499.8,2910.370751690771,3629.60000000149,"{'maxPortfolioValue': 13999959.9, 'maxDrawdown': 460.09999999962747}",0,500.19999999999993,0,17
