time,score,pnl,capital,portfolio_value,variance,capitalUsage,maxDrawdown,total_profit,total_loss,count_profit,count_loss
2012-02-07 09:30:00,0.0,0.0,14000000,14000000.0,0,0,"{'maxPortfolioValue': 0, 'maxDrawdown': 0}",0,0,0,0
2012-02-07 09:31:00,0.0,-40.09999999999999,13998002.0,13999959.9,0,0,"{'maxPortfolioValue': 13999959.9, 'maxDrawdown': 0}",0,40.09999999999999,0,1
2012-02-07 09:32:00,-40.09999999999999,-46.6,13997031.3,13999953.4,268.967962962963,1998.0,"{'maxPortfolioValue': 13999959.9, 'maxDrawdown': 6.5}",0,46.6,0,2
2012-02-07 09:33:00,-46.6,-86.24999999999991,13996392.0,13999913.75,970.725789930553,2968.699999999255,"{'maxPortfolioValue': 13999959.9, 'maxDrawdown': 46.15000000037253}",0,86.24999999999991,0,3
2012-02-07 09:34:00,-86.24999999999991,-90.82499999999985,13997304.95,13999909.175,987.9814969444417,3608.0,"{'maxPortfolioValue': 13999959.9, 'maxDrawdown': 50.72499999962747}",0,90.82499999999985,0,4
2012-02-07 09:35:00,-90.82499999999985,-168.3149999999999,13996017.0,13999831.685,2299.041522453703,3608.0,"{'maxPortfolioValue': 13999959.9, 'maxDrawdown': 128.214999999851}",0,168.3149999999999,0,5
2012-02-07 09:36:00,-168.3149999999999,-199.59499999999983,13994242.55,13999800.405,2459.0049032474876,3983.0,"{'maxPortfolioValue': 13999959.9, 'maxDrawdown': 159.49500000104308}",0,199.59499999999983,0,6
2012-02-07 09:37:00,-199.59499999999983,-184.57499999999987,13992533.8,13999815.425,2405.3566738655463,5757.449999999255,"{'maxPortfolioValue': 13999959.9, 'maxDrawdown': 159.49500000104308}",15.019999999999953,199.59499999999983,1,6
2012-02-07 09:38:00,-184.57499999999987,-244.64499999999975,13991677.9,13999755.355,2800.351631917692,7466.199999999255,"{'maxPortfolioValue': 13999959.9, 'maxDrawdown': 204.5449999999255}",15.019999999999953,259.66499999999974,1,7
2012-02-07 09:39:00,-244.64499999999975,-175.14499999999975,13990475.700000001,13999824.855,3179.496817470367,8322.099999999627,"{'maxPortfolioValue': 13999959.9, 'maxDrawdown': 204.5449999999255}",84.51999999999995,259.66499999999974,2,7
2012-02-07 09:40:00,-175.14499999999975,-335.8349999999995,13989064.65,13999664.165,5646.065542386652,9524.299999998882,"{'maxPortfolioValue': 13999959.9, 'maxDrawdown': 295.7350000012666}",84.51999999999995,420.3549999999995,2,8
2012-02-07 09:41:00,-335.8349999999995,-446.1549999999996,13989520.85,13999553.845,6575.875638899149,10935.349999999627,"{'maxPortfolioValue': 13999959.9, 'maxDrawdown': 406.054999999702}",84.51999999999995,530.6749999999995,2,9
2012-02-07 09:42:00,-446.1549999999996,-647.0649999999997,13987733.15,13999352.935,9893.17381855465,10935.349999999627,"{'maxPortfolioValue': 13999959.9, 'maxDrawdown': 606.964999999851}",84.51999999999995,731.5849999999996,2,10
2012-02-07 09:43:00,-647.0649999999997,-593.5349999999994,13987060.6,13999406.465,9826.90289649597,12266.849999999627,"{'maxPortfolioValue': 13999959.9, 'maxDrawdown': 606.964999999851}",138.05000000000027,731.5849999999996,3,10
2012-02-07 09:44:00,-593.5349999999994,-594.7849999999992,13985715.95,13999405.215,9493.364278796767,12939.400000000373,"{'maxPortfolioValue': 13999959.9, 'maxDrawdown': 606.964999999851}",138.05000000000027,732.8349999999994,3,11
2012-02-07 09:45:00,-594.7849999999992,-780.2449999999993,13984056.35,13999219.755,11573.483670687565,14284.050000000745,"{'maxPortfolioValue': 13999959.9, 'maxDrawdown': 740.144999999553}",138.05000000000027,918.2949999999995,3,12
2012-02-07 09:46:00,-780.2449999999993,-600.3849999999993,13982867.049999999,13999399.615,13185.940879011978,15943.650000000373,"{'maxPortfolioValue': 13999959.9, 'maxDrawdown': 740.144999999553}",317.9100000000003,918.2949999999995,4,12
