time,score,pnl,capital,portfolio_value,variance,capitalUsage,maxDrawdown,total_profit,total_loss,count_profit,count_loss
2012-02-07 09:30:00,0.0,0.0,14000000,14000000.0,0,0,"{'maxPortfolioValue': 0, 'maxDrawdown': 0}",0,0,0,0
2012-02-07 09:31:00,0.0,0.0,14000000.0,14000000.0,0,0,"{'maxPortfolioValue': 14000000.0, 'maxDrawdown': 0}",0,0,0,0
2012-02-07 09:32:00,0.0,0.0,14000000.0,14000000.0,0.0,0,"{'maxPortfolioValue': 14000000.0, 'maxDrawdown': 0}",0,0,0,0
2012-02-07 09:33:00,0.0,0.0,14000000.0,14000000.0,0.0,0,"{'maxPortfolioValue': 14000000.0, 'maxDrawdown': 0}",0,0,0,0
2012-02-07 09:34:00,0.0,0.0,14000000.0,14000000.0,0.0,0,"{'maxPortfolioValue': 14000000.0, 'maxDrawdown': 0}",0,0,0,0
2012-02-07 09:35:00,0.0,-4.402666666666704,13999253.5,13999995.597333333,3.9484853991770223,0,"{'maxPortfolioValue': 14000000.0, 'maxDrawdown': 4.402666667476296}",0,4.402666666666704,0,1
2012-02-07 09:36:00,-4.402666666666704,-5.363333333333344,13998946.3,13999994.636666667,3.7687485535759793,746.5,"{'maxPortfolioValue': 14000000.0, 'maxDrawdown': 5.363333333283663}",0,5.363333333333344,0,2
2012-02-07 09:37:00,-5.363333333333344,-7.048333333333279,13998652.200000001,13999992.951666666,3.9551879627395636,1053.699999999255,"{'maxPortfolioValue': 14000000.0, 'maxDrawdown': 7.048333333805203}",0,7.048333333333279,0,3
2012-02-07 09:38:00,-7.048333333333279,-27.72833333333324,13998365.55,13999972.271666666,58.49957149090393,1347.7999999988824,"{'maxPortfolioValue': 14000000.0, 'maxDrawdown': 27.72833333350718}",0,27.72833333333324,0,4
2012-02-07 09:39:00,-27.72833333333324,2.1816666666667857,13998007.8,14000002.181666667,151.92031409119642,1634.449999999255,"{'maxPortfolioValue': 14000002.181666667, 'maxDrawdown': 27.72833333350718}",29.910000000000025,27.72833333333324,1,4
2012-02-07 09:40:00,2.1816666666667857,-23.36833333333317,13997818.600000001,13999976.631666666,203.674608333803,1992.199999999255,"{'maxPortfolioValue': 14000002.181666667, 'maxDrawdown': 27.72833333350718}",29.910000000000025,53.278333333333194,1,5
2012-02-07 09:41:00,-23.36833333333317,-17.24137878787861,13997569.200000001,13999982.758621212,190.77951716815127,2181.39999999851,"{'maxPortfolioValue': 14000002.181666667, 'maxDrawdown': 27.72833333350718}",36.036954545454584,53.278333333333194,2,5
2012-02-07 09:42:00,-17.24137878787861,-11.93054545454536,13996789.950000001,13999988.069454545,178.71682972726512,2430.7999999988824,"{'maxPortfolioValue': 14000002.181666667, 'maxDrawdown': 27.72833333350718}",41.347787878787834,53.278333333333194,3,5
2012-02-07 09:43:00,-11.93054545454536,13.442146853146987,13996170.000000002,14000013.442146853,215.40728494602936,3210.0499999988824,"{'maxPortfolioValue': 14000013.442146853, 'maxDrawdown': 27.72833333350718}",66.72048018648019,53.278333333333194,4,5
2012-02-07 09:44:00,13.442146853146987,0.03214685314698329,13995498.200000001,14000000.032146852,213.89193821663457,3829.9999999981374,"{'maxPortfolioValue': 14000013.442146853, 'maxDrawdown': 27.72833333350718}",66.72048018648019,66.68833333333319,4,6
2012-02-07 09:45:00,0.03214685314698329,-16.59618648018644,13994780.4,13999983.40381352,219.01960702012977,4501.799999998882,"{'maxPortfolioValue': 14000013.442146853, 'maxDrawdown': 30.038333332166076}",66.72048018648019,83.3166666666666,4,7
2012-02-07 09:46:00,-16.59618648018644,80.52881351981362,13994701.9,14000080.52881352,796.3745922488177,5219.5999999996275,"{'maxPortfolioValue': 14000080.52881352, 'maxDrawdown': 30.038333332166076}",163.84548018648024,83.3166666666666,5,7
2012-02-07 09:47:00,80.52881351981362,117.12881351981355,13994778.9,14000117.12881352,836.5681491654326,5298.0999999996275,"{'maxPortfolioValue': 14000117.12881352, 'maxDrawdown': 30.038333332166076}",200.44548018648015,83.3166666666666,6,7
